지점 번호,지점명,날짜,평균 기온(°C),최저 기온(°C),최고 기온(°C),10분 최다강수량(mm),1시간 최다강수(mm),강수 계속시간(hr),일강수량(mm),최대 순간풍속(m/s),최대 순간 풍속 풍향(16방위),최대 풍속(m/s),최대 풍속 풍향(16방위),평균 풍속(m/s),풍정합(100m),최다 풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최저 해면기압(hPa),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다 일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심적설(cm),합계 3시간 신적설(cm),평균 전운량(10분위),평균 중하층운량(10분위),평균 지면온도(°C),최저 초상온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),일기현상,안개 계속 시간(hr)
108,서울,2013-01-20,1.6,-2.0,4.1,,,,,8.8,90.0,5.7,90.0,3.1,2650.0,70.0,-6.6,40.0,55.8,3.7,1020.0,1034.1,1029.1,1030.9,10.0,0.4,0.99,5.52,,2.3,,7.5,2.1,-0.2,-5.5,-0.2,-0.5,-0.3,-0.1,1.0,4.1,6.1,13.2,16.5,,0.7,3.0,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-2030.,
108,서울,2013-01-21,2.2,1.1,4.0,,,20.25,16.5,9.5,50.0,6.6,70.0,4.3,3698.0,70.0,-0.5,46.0,83.6,5.9,1010.5,1029.0,1017.5,1021.3,10.0,0.0,0.21,0.97,,1.7,,10.0,7.5,0.6,0.4,0.2,-0.2,-0.2,-0.1,1.0,4.1,6.1,13.1,16.4,,0.5,14.0,{비}0310-{진눈깨비}0550-{진눈깨비}{강도0}0600-{진눈깨비}{강도1}0900-{비}0950-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2245. {비}2320-{비}{강도0}2400-,
108,서울,2013-01-22,3.8,2.0,6.0,,,2.75,0.5,7.0,70.0,4.4,50.0,2.2,1932.0,70.0,-0.5,58.0,74.3,5.9,1010.2,1022.6,1017.4,1020.9,10.0,0.0,0.82,4.16,,,,9.1,7.9,1.7,1.1,0.9,-0.1,0.0,0.0,1.0,2.9,5.2,13.0,16.3,,0.2,0.5,-{비}-0045. {비}0720-0840. {비}2240-2320. {박무}0035-{박무}{강도0}0300-{박무}{강도0}0600-0830.,
108,서울,2013-01-23,1.8,1.0,3.8,,,12.67,1.5,7.8,250.0,4.8,250.0,3.1,2682.0,270.0,-1.3,60.0,80.4,5.6,1008.1,1022.1,1017.2,1018.9,10.1,0.0,0.17,0.89,,,,9.4,8.0,0.9,-0.1,0.7,-0.1,-0.1,0.0,1.0,3.3,5.4,12.9,16.2,,0.1,1.0,{비}0110-{비}{강도0}0300-0440. {비}0630-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-1540. {박무}1535-{박무}{강도0}1800-{박무}{강도0}2100-2130.,
108,서울,2013-01-24,-0.9,-6.7,2.4,,,2.17,0.1,13.5,270.0,8.2,270.0,4.3,3717.0,270.0,-8.7,28.0,57.6,3.6,1005.9,1020.9,1013.4,1016.7,10.1,2.4,0.78,3.52,0.3,0.3,0.3,5.8,5.1,0.1,-7.3,0.4,-0.1,0.0,0.0,1.0,3.5,5.5,12.8,16.2,,2.0,0.1,{싸락눈}0815-{싸락눈}{강도0}0900-0945. {눈}1050-1130. {박무}0940-{박무}{강도1}1200-1320. {연무}1315-{연무}{강도0}1500-1710.,
108,서울,2013-01-25,-9.1,-10.8,-6.5,,,,,12.7,290.0,8.1,270.0,4.7,4023.0,270.0,-21.1,24.0,37.5,1.2,1011.3,1024.1,1020.9,1022.6,10.1,9.5,1.87,11.26,,,,0.0,0.0,-3.4,-11.5,-2.6,-0.3,0.0,0.0,1.1,3.7,5.6,12.9,16.3,,1.9,,,
108,서울,2013-01-26,-9.2,-11.9,-5.1,,,,,9.4,290.0,6.4,290.0,3.5,3027.0,270.0,-21.4,25.0,37.0,1.1,1012.6,1026.2,1022.3,1023.9,10.1,9.6,1.84,11.27,,,,0.0,0.0,-5.9,-13.2,-5.3,-2.7,-0.4,0.1,1.0,3.7,5.6,12.8,16.3,,1.3,,,
108,서울,2013-01-27,-7.3,-10.7,-3.9,,,,,8.3,320.0,5.1,290.0,2.6,2244.0,270.0,-17.4,34.0,44.9,1.6,1014.6,1027.2,1024.3,1025.8,10.2,9.5,1.78,10.9,,,,0.5,0.3,-5.4,-15.2,-5.0,-3.3,-1.3,-0.1,0.9,3.7,5.6,12.7,16.2,,15.0,,,
108,서울,2013-01-28,-3.5,-8.9,0.2,,,,,6.4,50.0,4.3,70.0,2.1,1791.0,70.0,-11.2,35.0,56.0,2.7,1016.1,1028.7,1026.1,1027.1,10.2,3.7,1.25,6.04,,,,6.0,4.1,-4.0,-12.7,-3.5,-2.6,-1.4,-0.3,0.7,3.7,5.5,12.6,16.1,,1.7,,{연무}1910-{연무}{강도0}2100-2220.,
108,서울,2013-01-29,2.2,-0.3,3.7,,,0.33,0.0,5.5,70.0,4.1,70.0,2.7,2358.0,70.0,-4.0,56.0,63.5,4.6,1015.8,1027.9,1025.7,1026.6,10.3,0.0,0.3,1.8,,,,9.6,8.0,0.4,-0.6,-0.1,-0.6,-0.4,-0.2,0.8,3.6,5.5,12.5,16.0,,0.4,0.0,{연무}0420-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400- {비}1255-1315.,
108,서울,2013-01-30,5.4,3.5,8.5,,,,,5.7,70.0,3.9,50.0,2.1,1841.0,50.0,0.0,57.0,68.8,6.1,1018.9,1030.8,1027.8,1029.7,10.3,0.7,1.22,4.65,,,,7.9,5.5,1.2,0.7,0.7,-0.2,-0.2,-0.1,0.9,3.6,5.4,12.4,15.9,,0.5,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400- {햇무리}1540-1620.,
108,서울,2013-01-31,7.4,3.7,11.5,,,0.25,0.0,10.6,50.0,5.9,50.0,2.9,2533.0,70.0,-0.3,44.0,59.5,6.0,1018.9,1032.0,1025.4,1029.6,10.3,6.4,1.3,7.45,,,,6.6,4.1,2.8,0.7,1.6,-0.1,-0.1,0.0,0.9,3.6,5.4,12.4,15.9,,1.8,18.5,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400- {비}2055-{비}{강도0}2100-2110.,
108,서울,2013-02-01,7.3,3.7,9.3,,,15.67,46.5,9.1,70.0,6.3,70.0,3.7,3232.0,70.0,4.8,46.0,85.8,8.7,1007.1,1025.6,1012.2,1017.6,10.3,0.0,0.15,0.64,,,,9.5,8.3,4.9,3.2,3.9,0.8,0.0,0.0,5.0,3.5,5.4,12.3,15.9,,0.2,28.0,-{연무}-0140. {박무}1625-{시정(미만)}{1km}{안개}1745-{시정(이상)}{1km}{박무}1755-{박무}{강도2}1800-1840. {비}0130-{비}{강도0}0300-{비}{강도1}0600-{비}{강도0}0900-{비}{강도1}1200-{비}{강도1}1500-1630. {안개비}1750-{안개비}{강도0}1800-1830. {박무}2230-{박무}{강도0}2400-,0.17
108,서울,2013-02-02,-1.1,-4.5,3.7,,,,,10.8,320.0,6.7,320.0,4.1,3564.0,250.0,-10.4,26.0,52.1,3.0,1016.5,1030.6,1020.3,1027.5,10.4,9.4,1.99,12.19,,,,2.1,1.8,1.7,-5.6,0.6,0.2,0.0,0.0,0.7,2.4,4.2,12.2,15.8,,2.6,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0640.,
108,서울,2013-02-03,-3.2,-5.8,-1.1,,,9.03,7.5,10.1,50.0,6.9,50.0,2.7,2325.0,50.0,-10.1,31.0,62.3,3.1,1014.8,1031.5,1019.2,1025.8,10.4,0.2,0.84,2.7,9.0,9.0,9.0,7.9,6.0,-0.7,-7.7,-0.3,-0.2,-0.1,0.0,0.8,2.8,4.4,12.0,15.8,,0.1,14.9,{눈}1458-{눈}{강도0}1500-{눈}{강도0}1800-{눈}{강도1}2100-{시정(미만)}{1km}{눈}2235-{눈}{강도1}2400-,
108,서울,2013-02-04,-0.8,-3.3,2.5,,,5.92,7.4,8.2,270.0,5.2,290.0,2.6,2270.0,290.0,-4.3,58.0,77.1,4.5,1010.1,1026.7,1015.3,1020.9,10.4,6.1,1.51,8.18,7.7,16.5,7.7,5.4,4.5,0.1,-7.8,0.1,-0.2,0.0,0.0,0.9,3.0,4.6,11.9,15.8,,1.1,,-{눈}-{시정(미만)}{0.5km}{눈}0035-{시정(이상)}{0.5km}{눈}0120-{시정(이상)}{1km}{눈}0135-{눈}{강도0}0300-0555. {박무}0550-{박무}{강도0}0600-{박무}{강도0}0900-0940. {박무}2120-{박무}{강도0}2400-,
108,서울,2013-02-05,-0.6,-4.0,2.7,,,8.92,4.5,6.7,50.0,4.2,90.0,2.4,2094.0,70.0,-4.3,55.0,77.0,4.5,1010.8,1026.7,1017.6,1021.7,10.5,0.0,0.82,3.16,1.5,13.5,1.5,8.4,6.0,0.0,-7.8,0.0,-0.2,-0.1,0.0,0.9,3.1,4.7,11.8,15.7,,0.1,6.6,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940. {연무}0935-{연무}{강도0}1200-1240. {눈}1505-{진눈깨비}1640-{눈}1740-{눈}{강도0}1800-{진눈깨비}1910-{눈}1950-{진눈깨비}2010-{진눈깨비}{강도0}2100-{눈}2208-{눈}{강도0}2400-,
108,서울,2013-02-06,-1.5,-3.1,0.2,,,4.33,2.1,7.6,290.0,5.2,290.0,3.3,2884.0,270.0,-5.4,62.0,75.0,4.2,1007.9,1020.1,1016.9,1018.8,10.5,5.8,2.03,9.35,1.6,15.1,1.6,7.4,6.4,0.1,-5.0,0.2,-0.2,-0.1,0.0,1.0,3.2,4.8,11.8,15.7,,0.7,0.0,-{눈}-{눈}{강도0}0300-0420. {박무}0410-{박무}{강도0}0600-{박무}{강도0}0900-0940.,
108,서울,2013-02-07,-11.1,-13.8,-2.6,,,1.5,0.0,12.7,290.0,8.2,290.0,5.5,4760.0,290.0,-21.5,28.0,42.5,1.1,1014.8,1030.7,1018.7,1026.1,10.5,9.8,2.13,13.63,0.0,12.9,0.0,1.3,0.3,-0.2,-14.5,-0.3,-0.2,0.0,0.0,1.0,3.3,4.9,11.8,15.6,,0.9,,{눈}0055-0225.,
108,서울,2013-02-08,-11.5,-15.8,-6.1,,,,,9.5,290.0,5.4,270.0,2.7,2321.0,270.0,-22.8,25.0,39.3,1.0,1021.2,1034.9,1030.5,1032.7,10.6,9.3,2.11,12.85,,12.7,,1.6,0.9,-1.2,-18.1,-1.2,-0.4,-0.1,0.1,1.0,3.3,4.9,11.7,15.6,,1.1,,,
108,서울,2013-02-09,-7.2,-12.3,-2.6,,,,,6.1,290.0,4.0,290.0,1.8,1521.0,290.0,-14.8,39.0,55.5,2.0,1017.4,1031.8,1026.6,1028.7,10.6,8.9,1.98,12.25,,12.5,,3.6,2.4,-1.5,-15.1,-1.4,-0.8,-0.2,0.1,1.0,3.3,4.9,11.6,15.5,,2.1,1.2,,
108,서울,2013-02-10,-4.0,-8.4,-0.5,,,3.0,1.2,9.3,290.0,6.3,290.0,2.9,2487.0,290.0,-11.9,30.0,56.6,2.6,1016.0,1030.2,1025.5,1027.1,10.7,8.6,1.9,11.62,1.2,13.4,1.2,3.5,3.3,-0.7,-10.1,-0.6,-0.6,-0.2,0.1,1.0,3.3,4.9,11.6,15.5,,1.6,,{눈}0330-{눈}{강도0}0600-0630. {박무}0625-{박무}{강도0}0900-1035. {연무}1030-{연무}{강도0}1200-1230.,
108,서울,2013-02-11,-5.8,-10.4,-0.9,,,,,6.6,340.0,5.0,320.0,2.1,1844.0,290.0,-17.1,25.0,41.8,1.6,1020.6,1033.9,1029.9,1031.8,10.7,9.7,2.15,13.63,,11.3,,2.6,0.0,-1.5,-14.6,-1.4,-0.9,-0.3,0.1,1.1,3.3,4.9,11.5,15.4,,1.4,,,
108,서울,2013-02-12,-3.8,-4.8,-1.9,,,0.25,0.0,10.2,250.0,5.8,270.0,2.3,2012.0,270.0,-11.6,28.0,55.6,2.6,1015.2,1031.2,1023.5,1026.2,10.7,0.2,0.81,5.78,,10.3,,8.0,2.8,-1.2,-6.7,-1.0,-0.8,-0.3,0.1,1.1,3.3,4.9,11.5,15.3,,1.1,0.0,{눈}2155-2210.,
108,서울,2013-02-13,-1.3,-6.3,2.9,,,,,7.1,270.0,4.4,270.0,2.0,1690.0,270.0,-8.6,33.0,59.6,3.2,1016.8,1029.1,1026.4,1027.8,10.8,9.3,2.04,13.01,,10.0,,3.3,1.0,-0.9,-10.6,-0.9,-0.8,-0.3,0.1,1.1,3.3,4.8,11.4,15.3,,1.6,,,
108,서울,2013-02-14,1.1,-2.6,5.2,,,,,7.5,320.0,4.3,320.0,2.3,2000.0,50.0,-5.9,42.0,60.1,3.9,1014.0,1028.2,1022.0,1024.9,10.8,7.4,1.9,11.31,,8.9,,6.0,0.9,-0.4,-5.1,-0.3,-0.4,-0.2,0.1,1.0,3.2,4.8,11.3,15.2,,1.6,,{연무}0030-{연무}{강도0}0300-0455. {박무}0450-{박무}{강도0}0600-0835. {연무}0830-{연무}{강도0}0900-1130. {연무}1720-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
108,서울,2013-02-15,-1.2,-5.2,1.5,,,,,10.5,290.0,6.4,290.0,3.9,3385.0,290.0,-12.0,20.0,48.4,2.8,1013.1,1027.0,1021.8,1024.0,10.8,9.7,2.22,14.35,,6.0,,2.1,1.8,0.1,-6.3,-0.1,-0.2,-0.1,0.1,1.1,3.3,4.8,11.3,15.2,,2.4,,-{연무}-{연무}{강도0}0300-0450. {박무}0445-{박무}{강도0}0600-0835. {연무}0830-{연무}{강도1}0900-1020.,
108,서울,2013-02-16,-2.6,-7.0,2.6,,,,,7.7,270.0,5.5,290.0,2.1,1787.0,270.0,-15.4,15.0,38.8,1.9,1016.9,1030.0,1026.1,1027.9,10.9,9.6,2.19,13.9,,4.1,,2.0,0.0,-1.5,-9.8,-1.6,-1.1,-0.3,0.1,1.1,3.3,4.9,11.3,15.2,,2.3,0.0,,
108,서울,2013-02-17,2.3,-2.1,5.8,,,0.42,0.0,6.8,110.0,4.6,70.0,2.5,2180.0,50.0,-9.0,26.0,44.5,3.2,1010.2,1026.7,1016.4,1020.9,10.9,3.6,1.66,7.57,,3.3,,9.3,8.3,-0.3,-2.4,-0.3,-0.5,-0.2,0.1,1.0,3.2,4.7,11.2,15.1,,3.3,,{눈}0650-0655. {눈}0820-0840.,
108,서울,2013-02-18,0.5,-2.5,3.1,,,,,8.8,250.0,5.8,320.0,3.5,3062.0,290.0,-9.0,34.0,49.8,3.2,1008.2,1022.4,1016.5,1019.0,10.9,5.7,1.8,10.1,,0.5,,6.9,2.6,0.7,-3.2,0.2,-0.2,-0.1,0.1,1.1,3.0,3.8,11.1,15.0,,2.0,,{연무}0840-{연무}{강도0}0900-1130.,
108,서울,2013-02-19,-2.9,-7.1,0.6,,,,,12.4,290.0,7.7,270.0,4.0,3469.0,290.0,-19.5,15.0,27.5,1.3,1014.4,1028.5,1022.2,1025.4,11.0,9.6,2.29,14.59,,,,2.0,0.0,-0.1,-7.5,-0.9,-0.5,-0.1,0.2,1.1,2.9,3.7,10.8,15.0,,2.6,,,
108,서울,2013-02-20,-4.8,-8.7,0.0,,,,,8.8,270.0,5.7,290.0,2.6,2279.0,270.0,-18.4,17.0,35.3,1.5,1018.5,1031.7,1027.9,1029.7,11.0,9.5,2.22,14.55,,,,1.8,1.6,-1.8,-10.3,-2.8,-1.8,-0.4,0.1,1.0,2.9,4.1,10.8,15.0,,2.8,0.0,,
108,서울,2013-02-21,-1.7,-5.3,2.5,,,0.08,0.0,9.1,230.0,5.9,290.0,2.5,2169.0,250.0,-11.8,25.0,49.0,2.6,1018.8,1032.3,1028.0,1029.8,11.1,9.0,2.25,13.68,,,,2.8,2.3,-0.4,-7.4,-1.2,-1.0,-0.4,0.1,0.9,2.9,4.2,10.7,14.9,,2.6,3.9,{눈}0730-0735.,
