지점 번호,지점명,날짜,평균 기온(°C),최저 기온(°C),최저 기온 시각(hhmm),최고 기온(°C),최고 기온 시각(hhmm),10분 최다강수량(mm),10분 최다강수 시각(hhmm),1시간 최다강수(mm),1시간 최다강수 시각(hhmm),강수 계속시간(hr),일강수량(mm),최대 순간풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmm),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmm),평균 풍속(m/s),풍정합(100m),최다 풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),평균 상대습도 시각(hhmm),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmm),최저 해면기압(hPa),최저 해면기압 시각(hhmm),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다 일사 시각(hhmm),1시간 최다 일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmm),일 최심적설(cm),일 최심적설 시각(hhmm),합계 3시간 신적설(cm),평균 전운량(10분위),평균 중하층운량(10분위),평균 지면온도(°C),최저 초상온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),일기현상,안개 계속 시간(hr)
108,서울,2016-01-28,-0.5,-5.6,0629,3.5,1555,N/A,N/A,N/A,N/A,N/A,N/A,6.0,110,1253,3.4,110,0910,1.6,1359,110,-9.9,29,1521,51.5,2.9,1018.2,1031.5,0825,1026.9,2355,1029.1,10.2,2.4,1200,1.0,5.88,N/A,N/A,N/A,N/A,N/A,6.5,3.9,-1.1,-13.1,-1.4,-1.2,-0.4,-0.1,1.4,4.7,7.3,13.5,16.1,N/A,1.2,N/A,N/A,N/A
108,서울,2016-01-29,1.9,-1.4,0610,5.4,1548,N/A,N/A,N/A,N/A,N/A,N/A,6.8,90,1313,4.4,90,2009,2.3,1963,90,-9.6,27,1021,43.6,3.0,1014.6,1027.1,0001,1023.5,1508,1025.5,10.2,0.1,1200,0.63,4.19,N/A,N/A,N/A,N/A,N/A,7.5,3.8,0.3,-4.5,0.1,-0.4,-0.2,-0.1,1.5,4.6,7.2,13.4,16.1,N/A,1.2,N/A,{달무리}0210-0350. {달무리}0430-0540. {햇무리}0910-0920.,N/A
108,서울,2016-01-30,0.6,-2.5,0750,5.2,1142,N/A,N/A,N/A,N/A,N/A,N/A,6.3,290,1612,4.0,340,1628,2.0,1726,320,-6.5,46,2346,59.5,3.8,1015.4,1028.4,2345,1025.0,1311,1026.3,10.3,6.3,1100,1.58,8.01,N/A,N/A,N/A,N/A,N/A,4.5,0.9,-0.3,-9.0,-0.2,-0.4,-0.1,0.0,1.5,4.5,7.1,13.3,16.0,N/A,1.6,N/A,{햇무리}1240-1430. {햇무리}1550-1635.,N/A
108,서울,2016-01-31,-3.9,-6.5,2352,0.3,1452,N/A,N/A,N/A,N/A,N/A,N/A,8.4,290,1907,4.9,340,1916,3.2,2727,320,-18.1,17,1455,34.0,1.5,1018.4,1030.9,2245,1027.8,1451,1029.5,10.3,7.9,1200,1.88,10.75,N/A,N/A,N/A,N/A,N/A,3.1,0.0,-1.1,-7.4,-1.3,-0.6,-0.1,0.1,1.5,4.4,7.0,13.3,16.0,N/A,2.0,N/A,N/A,N/A
108,서울,2016-02-01,-6.0,-9.1,0606,-1.0,1535,N/A,N/A,N/A,N/A,N/A,N/A,8.1,340,1614,5.0,360,0938,3.0,2572,320,-19.1,20,1441,36.0,1.4,1018.5,1031.3,0952,1028.2,1450,1029.7,10.3,9.6,1200,1.92,12.01,N/A,N/A,N/A,N/A,N/A,0.4,0.1,-2.7,-11.1,-2.8,-1.4,-0.2,0.1,1.4,4.4,6.9,13.2,15.9,N/A,1.8,N/A,N/A,N/A
108,서울,2016-02-02,-5.3,-10.0,0757,0.9,1601,N/A,N/A,N/A,N/A,N/A,N/A,6.6,320,1517,4.4,290,1519,2.2,1920,340,-16.6,23,1609,41.8,1.7,1017.6,1030.3,0009,1026.6,1501,1028.7,10.3,9.8,1200,1.89,12.05,N/A,N/A,N/A,N/A,N/A,0.0,0.0,-3.0,-14.8,-3.1,-1.8,-0.3,0.1,1.4,4.3,6.9,13.1,15.9,N/A,1.6,N/A,N/A,N/A
108,서울,2016-02-03,-2.4,-8.3,0736,4.0,1458,N/A,N/A,N/A,N/A,N/A,N/A,7.8,340,1542,4.8,320,1632,1.9,1680,70,-11.9,29,1149,49.6,2.5,1016.9,1029.7,0936,1026.3,1449,1027.9,10.4,7.5,1200,1.87,10.46,N/A,N/A,N/A,N/A,N/A,1.8,1.8,-1.8,-15.9,-2.1,-1.6,-0.3,0.1,1.3,4.3,6.8,13.1,15.8,N/A,1.5,N/A,N/A,N/A
108,서울,2016-02-04,-0.7,-4.0,0400,3.9,1448,N/A,N/A,N/A,N/A,N/A,N/A,9.7,340,1320,6.1,340,1320,2.4,2096,320,-10.9,18,1551,50.1,2.8,1014.9,1028.1,0001,1023.2,1558,1025.9,10.4,7.9,1100,1.53,9.82,N/A,N/A,N/A,N/A,N/A,2.9,1.4,-0.5,-12.2,-0.7,-0.7,-0.1,0.1,1.4,4.2,6.7,13.0,15.8,N/A,1.7,N/A,{햇무리}1145-1308.,N/A
108,서울,2016-02-05,-2.2,-6.8,0517,3.4,1504,N/A,N/A,N/A,N/A,N/A,N/A,8.3,340,1542,5.4,340,1548,2.5,2132,320,-14.8,17,1505,39.4,2.0,1013.1,1026.7,0028,1022.1,1717,1024.1,10.4,8.9,1300,1.89,10.71,N/A,N/A,N/A,N/A,N/A,1.6,0.3,-0.9,-12.2,-1.3,-0.9,-0.1,0.1,1.4,4.2,6.6,12.9,15.8,N/A,1.6,N/A,N/A,N/A
108,서울,2016-02-06,-3.1,-6.2,0643,2.0,1509,N/A,N/A,N/A,N/A,N/A,N/A,8.4,320,1628,4.9,340,1024,2.9,2472,320,-15.5,25,1555,38.6,1.9,1012.6,1025.6,2240,1022.1,0455,1023.6,10.5,9.8,1200,1.91,12.22,N/A,N/A,N/A,N/A,N/A,0.0,0.0,-1.3,-10.4,-1.3,-0.9,-0.1,0.1,1.4,4.1,6.6,12.8,15.7,N/A,2.2,N/A,N/A,N/A
108,서울,2016-02-07,-2.9,-8.3,0728,3.5,1434,N/A,N/A,N/A,N/A,N/A,N/A,7.1,290,1540,4.3,340,1617,2.0,1719,320,-13.4,20,1502,46.5,2.3,1012.0,1025.7,0212,1021.1,1634,1023.1,10.5,9.8,1200,1.96,12.44,N/A,N/A,N/A,N/A,N/A,1.0,1.0,-1.6,-14.7,-1.8,-1.2,-0.2,0.1,1.3,4.1,6.5,12.8,15.7,N/A,1.9,N/A,N/A,N/A
108,서울,2016-02-08,1.3,-4.3,0720,5.5,1432,N/A,N/A,N/A,N/A,N/A,N/A,14.4,320,1510,7.4,290,1519,3.1,2693,270,-5.2,45,1528,62.1,4.2,1004.8,1021.3,0002,1011.5,1853,1015.6,10.6,2.8,1000,0.94,5.55,N/A,N/A,N/A,N/A,N/A,6.9,3.9,0.7,-9.4,0.1,-0.5,0.0,0.1,1.3,4.1,6.5,12.7,15.6,N/A,1.7,N/A,{연무}1730-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,N/A
108,서울,2016-02-09,0.3,-3.9,0758,5.5,1346,N/A,N/A,N/A,N/A,N/A,N/A,10.6,290,1602,6.3,340,1314,3.0,2605,320,-8.8,26,1237,52.5,3.2,1011.3,1025.2,2338,1014.4,0001,1022.1,10.6,9.5,1200,2.0,11.45,N/A,N/A,N/A,N/A,N/A,0.5,0.5,0.6,-8.8,0.4,-0.2,0.0,0.2,1.3,4.0,6.4,12.6,15.6,N/A,1.9,N/A,{연무}-0015.,N/A
108,서울,2016-02-10,2.7,-4.3,0731,10.7,1442,N/A,N/A,N/A,N/A,N/A,N/A,5.9,110,1153,3.3,110,1201,1.6,1359,90,-11.4,17,1427,38.5,2.6,1015.2,1027.5,1001,1024.4,1722,1026.0,10.6,9.8,1200,2.02,12.74,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.8,-10.7,0.4,-0.3,0.0,0.2,1.3,4.0,6.3,12.6,15.5,N/A,1.9,N/A,N/A,N/A
108,서울,2016-02-11,8.1,1.6,0501,13.5,1603,N/A,N/A,N/A,N/A,2.08,0.1,7.7,90,0956,5.2,110,1000,3.5,3002,110,-9.4,19,1204,29.3,3.2,1013.7,1026.6,0631,1021.7,2227,1024.3,10.7,4.6,1100,1.48,7.87,N/A,N/A,N/A,N/A,N/A,6.0,2.6,2.7,-1.6,2.6,0.0,0.0,0.2,1.4,4.0,6.3,12.5,15.5,N/A,0.7,15.6,{비}2155-{비}{강도0}2400-,N/A
108,서울,2016-02-12,8.4,6.8,0645,10.0,0001,N/A,N/A,N/A,N/A,24.0,18.0,9.1,90,0316,6.2,90,0316,3.2,2750,110,7.5,57,0001,95.3,10.5,1006.9,1022.3,0001,1015.4,1618,1017.4,10.7,0.0,1200,0.19,1.1,N/A,N/A,N/A,N/A,N/A,10.0,7.1,4.5,6.0,4.6,1.8,0.2,0.3,1.4,3.9,6.3,12.4,15.5,N/A,0.2,4.5,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1110-{박무}{강도1}1200-{박무}{강도2}1500-{박무}{강도2}1800-{시정(미만)}{1km}{안개}1950-{시정(이상)}{1km}{박무}2030-{박무}{강도2}2100-{박무}{강도1}2400-,0.67
108,서울,2016-02-13,11.0,5.8,2400,14.4,1433,N/A,N/A,N/A,N/A,14.1,21.0,10.8,270,2011,6.9,270,2017,3.3,2812,140,10.1,80,1422,95.0,12.5,996.3,1015.4,0001,999.3,1745,1006.6,10.7,0.0,1300,0.72,3.78,N/A,N/A,N/A,N/A,N/A,9.9,6.8,8.7,5.8,8.7,5.8,3.7,2.3,1.5,3.9,6.2,12.4,15.4,N/A,0.3,21.5,-{비}-0050. {비}0150-{비}{강도0}0300-{비}{강도0}0600-0640. {비}1514-1517. {비}1537-{비}{강도1}1800-{비}{강도0}2100-{비}{강도0}2400-  -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0740. {박무}1640-{박무}{강도0}1800-{박무}{강도1}2100-{시정(미만)}{1km}{안개}2250-{시정(미만)}{0.5km}{안개}2320-{시정(이상)}{0.5km}{안개}2330-{시정(이상)}{1km}{박무}2350-{박무}{강도2}2400- {천둥}{강도0}(S)1643. {천둥}{강도0}(W)1816. {천둥}{강도0}(SW)1829-{뇌전}{강도0}(NW 6~7)1834.,1.0
108,서울,2016-02-14,-2.6,-6.8,2359,5.8,0001,N/A,N/A,N/A,N/A,9.0,2.5,11.8,270,0112,6.5,290,0118,4.6,4006,320,-6.9,54,2014,73.1,3.9,1003.1,1020.8,2329,1002.1,0001,1013.9,10.8,0.1,1300,0.72,2.98,N/A,N/A,N/A,N/A,N/A,7.8,5.4,1.9,-7.2,2.2,3.3,4.0,3.7,1.6,3.7,6.2,12.3,15.4,N/A,1.5,0.0,-{비}-{비}{강도0}0300-0440. {눈}1450-{눈}{강도0}1500-1710. {눈}1850-1950. {눈}2030-{눈}{강도0}2100-2130. -{박무}-{박무}{강도2}0300-{박무}{강도0}0600-0720.,N/A
