등록번호,처리상태,관할기관,행정구역,노선,방향,지번주소,도로명주소,파손종류
20230927104134001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,중랑구 망우로 165-1,포트홀
20230927104058001,보수,시설관리공단,광진구,동부간선,노원구 상계동시계,,광진구 동일로 367,포트홀
20230927103950001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 정릉로 77,포트홀
20230927103903001,보수,시설관리공단,서초구,우면~중학선,우면동시계 (우면동418),,,포트홀
20230927103710001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927103458001,보수,시설관리공단,성동구,동부간선,강남구 세곡동 시계,,,포트홀
20230927103430001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,,포트홀
20230927103332001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,마포구 동교로1길 17,포트홀
20230927103110001,보수,시설관리공단,광진구,강변북로,광진구 광장동시계,,,포트홀
20230927102959001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927102925001,보수,시설관리공단,성동구,동부간선,강남구 세곡동 시계,,,포트홀
20230927102803001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,중랑구 중화동 410-9,중랑구 망우로 165-1,포트홀
20230927102531001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,,포트홀
20230927102459001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,마포구 상암동 487-314,,포트홀
20230927102429001,보수,시설관리공단,마포구,강변북로,광진구 광장동시계,,,포트홀
20230927102411001,보수,시설관리공단,마포구,강변북로,광진구 광장동시계,,마포구 한강난지로 162,포트홀
20230927102306001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927102220001,보수,시설관리공단,서대문구,내부순환도시고속도로,마포구 성산동,,서대문구 연희로 403,포트홀
20230927102120001,보수,시설관리공단,종로구,내부순환도시고속도로,마포구 성산동,,종로구 평창24길 18,포트홀
20230927102024001,보수,시설관리공단,양천구,신월~신당선,신월I.C,,양천구 남부순환로64길 37-5,포트홀
20230927101935001,보수,시설관리공단,광진구,강변북로,마포구 상암동시계,,광진구 아차산로 552,포트홀
20230927101846001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),,강동구 선사로 185-118,포트홀
20230927101751001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927101659001,보수,시설관리공단,송파구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927101616001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927101550001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927101530001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927101414001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927101405001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,강동구 선사로 165,포트홀
20230927101259001,보수,시설관리공단,동대문구,동부간선,강남구 세곡동 시계,동대문구 휘경동 348,동대문구 한천로 326,포트홀
20230927101222001,보수,시설관리공단,동대문구,동부간선,강남구 세곡동 시계,,,포트홀
20230927101117001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,,포트홀
20230927100838001,보수,시설관리공단,광진구,강변북로,마포구 상암동시계,,광진구 아차산로70길 61,포트홀
20230927100759001,보수,시설관리공단,광진구,강변북로,마포구 상암동시계,,,포트홀
20230927100149001,보수,시설관리공단,용산구,강변북로,마포구 상암동시계,용산구 이촌동 300-308,용산구 이촌로88길 15,포트홀
20230927100125001,보수,시설관리공단,동작구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927100111001,보수,시설관리공단,동작구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927100024001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927100013001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),강동구 암사동 165-2,,포트홀
20230927095758001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),,강동구 아리수로87가길 275,포트홀
20230927095354001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,강동구 선사로 82,포트홀
20230927095234001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927095201001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927094949001,보수,강서,영등포구,,,,영등포구 양평로 67,포트홀
20230927094907001,보수,강서,구로구,방화~사가정선,행주대교,구로구 가리봉동 127-30,구로구 남부순환로105길 66,포트홀
20230927094856001,보수,강서,금천구,방화~사가정선,행주대교,,구로구 남부순환로105길 66,포트홀
20230927094839001,보수,강서,금천구,방화~사가정선,면목동 (면목동 524-33),금천구 가산동 127-34,금천구 벚꽃로56길 190,포트홀
20230927094815001,보수,강서,금천구,방화~사가정선,면목동 (면목동 524-33),금천구 가산동 127-34,금천구 벚꽃로56길 182,포트홀
20230927094809001,보수,강서,구로구,방화~사가정선,면목동 (면목동 524-33),,금천구 벚꽃로56길 174,포트홀
20230927094743001,보수,강서,영등포구,온수~망우선,,,,포트홀
20230927094707001,보수,강서,영등포구,여의도선,여의교 (여의도동56),영등포구 여의도동 8-1,영등포구 여의동로 346-2,포트홀
20230927094658001,보수,강서,영등포구,여의도선,여의교 (여의도동56),,영등포구 여의동로 346-2,포트홀
20230927094632001,보수,강서,영등포구,양평~노고산선,경인고속입구 로타리 (양평동3가57),,영등포구 국회대로 780,포트홀
20230927094602001,보수,강서,강서구,고척~가양선,고척동3거리로타리 (고척동76),강서구 화곡동 1089-69,강서구 강서로 151,포트홀
20230927094543001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),강서구 등촌동 665-15,강서구 공항대로 351,포트홀
20230927094538001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),강서구 등촌동 665-15,강서구 공항대로 351,포트홀
20230927094528001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),,강서구 공항대로 351,포트홀
20230927094501001,보수,강서,강서구,과해~삼성선,삼성동171-3,,강서구 공항대로 379,포트홀
20230927094435001,보수,강서,양천구,신월~노량진선,한강대교남단 (노량진본동126),양천구 목동 405-7,양천구 오목로 318,포트홀
20230927094237001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,강동구 선사로 165,포트홀
20230927094128001,보수,시설관리공단,동대문구,동부간선,강남구 세곡동 시계,,,포트홀
20230927094032001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,중랑구 망우로 165-1,포트홀
20230927093939001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,,포트홀
20230927093833001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,,포트홀
20230927093703001,보수,시설관리공단,광진구,강변북로,마포구 상암동시계,,광진구 자양강변길 301,포트홀
20230927093545001,보수,시설관리공단,성동구,강변북로,마포구 상암동시계,,,포트홀
20230927093433001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927093352001,보수,시설관리공단,성동구,강변북로,마포구 상암동시계,,,포트홀
20230927093301001,보수,시설관리공단,성동구,강변북로,광진구 광장동시계,,성동구 고산자로 12,포트홀
20230927092515001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927092435001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,마포구 토정로4길 53,포트홀
20230927092352001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,마포구 토정로 158,포트홀
20230927092145001,보수,시설관리공단,용산구,강변북로,마포구 상암동시계,,용산구 서빙고로62길 3,포트홀
20230927092032001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927091947001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927091931001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927091904001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927091759001,보수,시설관리공단,성북구,북부간선,하월곡로타리 (하월곡동37-105),,성북구 화랑로 376,포트홀
20230927091653001,보수,시설관리공단,강남구,동부간선,노원구 상계동시계,,,포트홀
20230927091549001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,중랑구 상봉동 474-26,중랑구 망우로 168,포트홀
20230927091518001,보수,시설관리공단,광진구,동부간선,노원구 상계동시계,,성동구 송정18가길 25,포트홀
20230927091402001,보수,시설관리공단,성동구,동부간선,노원구 상계동시계,,,포트홀
20230927091308001,보수,시설관리공단,서초구,경부간선,한남대교남단 (잠원동 6-1),,,포트홀
20230927091217001,보수,시설관리공단,서초구,올림픽대로,행주대교 남단 (개화I.C),,서초구 신반포로11길 40,포트홀
20230927091104001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927091022001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927090843001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927090733001,보수,시설관리공단,강남구,동부간선,강남구 세곡동 시계,,,포트홀
20230927090716001,보수,시설관리공단,강남구,동부간선,강남구 세곡동 시계,,강남구 광평로 318,포트홀
20230927090642001,보수,시설관리공단,노원구,동부간선,강남구 세곡동 시계,,,포트홀
20230927090558001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,마포구 방울내로11길 198,포트홀
20230927090452001,보수,시설관리공단,광진구,강변북로,마포구 상암동시계,,광진구 아차산로 552,포트홀
20230927090412001,보수,시설관리공단,광진구,강변북로,광진구 광장동시계,,,포트홀
20230927090314001,보수,시설관리공단,영등포구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927090220001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927090137001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927090051001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,강서구 양천로75길 57,포트홀
20230927085958001,보수,시설관리공단,송파구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927085943001,보수,시설관리공단,송파구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927085840001,보수,시설관리공단,송파구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927085709001,보수,시설관리공단,동대문구,동부간선,강남구 세곡동 시계,,,포트홀
20230927085500001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,중랑구 망우로 165,포트홀
20230927085430001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,중랑구 묵동 354-14,,포트홀
20230927085337001,보수,시설관리공단,광진구,동부간선,노원구 상계동시계,,광진구 동일로 367,포트홀
20230927085247001,보수,시설관리공단,중랑구,동부간선,노원구 상계동시계,,중랑구 망우로26길 8,포트홀
20230927085142001,보수,시설관리공단,광진구,강변북로,광진구 광장동시계,,광진구 광나루로56길 29,포트홀
20230927085055001,보수,시설관리공단,성동구,강변북로,광진구 광장동시계,,성동구 성수이로 2,포트홀
20230927085034001,보수,시설관리공단,성동구,강변북로,광진구 광장동시계,,성동구 둘레길 41-1,포트홀
20230927084917001,보수,시설관리공단,강남구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927084904001,보수,시설관리공단,강남구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927084812001,보수,시설관리공단,강남구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927084713001,보수,시설관리공단,서초구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927084205001,보수,시설관리공단,동작구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20230927084125001,보수,시설관리공단,성북구,북부간선,중랑구시계,,성북구 화랑로 152,포트홀
20230927084012001,보수,시설관리공단,노원구,동부간선,강남구 세곡동 시계,,,포트홀
20230927083915001,보수,시설관리공단,서대문구,내부순환도시고속도로,마포구 성산동,,서대문구 홍제천로 194,포트홀
20230927083815001,보수,시설관리공단,마포구,내부순환도시고속도로,마포구 성산동,,,포트홀
20230927083742001,보수,시설관리공단,마포구,내부순환도시고속도로,마포구 성산동,,,포트홀
20230927083620001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927083529001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927083513001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927083402001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20230927046688010,보수,남부,관악구,방화~사가정선,면목동 (면목동 524-33),서울 관악구 봉천동 1693-39,서울특별시 관악구 남부순환로 1916,포트홀
20230927046684010,보수,강서,구로구,방화~사가정선,행주대교,서울 구로구 개봉동 412-10,서울특별시 구로구 남부순환로95길 34,포트홀
20230927046680010,보수,강서,양천구,고척~가양선,올림픽대로 (가양동 동신아파트),서울 양천구 신정동 1092,서울특별시 양천구 중앙로 237,포트홀
20230927046632010,보수,남부,서초구,방화~사가정선,행주대교,서울 서초구 서초동 1748-46,서울특별시 서초구 남부순환로 2433-3,포트홀
20230927046620010,보수,강서,구로구,독산~등촌선,독산동길 (독산동 178-7),서울 구로구 구로동 759-1,서울특별시 구로구 구로동로 125-1,포트홀
20230927046612010,보수,강서,양천구,,,서울 양천구 목동 409-384,,포트홀
20230927046573010,보수,서부,마포구,상암~성산선,수색역 (상암동773),서울 마포구 중동 58-43,서울특별시 마포구 성암로 131,포트홀
20230927046495010,보수,강서,구로구,방화~사가정선,행주대교,서울 구로구 개봉동 232-16,서울특별시 구로구 남부순환로95길 88,포트홀
20230927046493010,보수,강서,구로구,방화~사가정선,행주대교,서울 구로구 가리봉동 127-30,서울특별시 구로구 남부순환로 1279,포트홀
20230927046492010,보수,강서,구로구,,,서울 구로구 오류동 33,서울특별시 구로구 경인로 216,포트홀
20230926900870010,보수,서부,용산구,,,서울 용산구 이촌동 304-4,,포트홀
20230926900837010,보수,동부,강남구,,,서울 강남구 압구정동 394,서울특별시 강남구 압구정로 313,포트홀
20230926900779010,보수,동부,송파구,,,서울 송파구 잠실동 50,서울특별시 송파구 올림픽로 18-2,포트홀
20230926900767010,보수,동부,송파구,사당~암사선,남성초교 (사당동산24-2),서울 송파구 잠실동 32,서울특별시 송파구 송파대로 567,포트홀
20230926900729010,보수,북부,노원구,공릉~우이선,우이동 (우이동 509-1),서울 노원구 중계동 454-10,,포트홀
20230926900697010,보수,동부,송파구,,,서울 송파구 방이동 225-1,서울특별시 송파구 오금로 251,포트홀
20230926900643010,보수,동부,송파구,사당~암사선,신창아파트R (암사동462),서울 송파구 잠실동 255,서울특별시 송파구 올림픽로 74,포트홀
20230926900167010,보수,동부,강남구,신사~청담선,영동대교남단 (청담동 53-5),서울 강남구 청담동 77,서울특별시 강남구 도산대로 520-2,포트홀
20230926900029010,보수,동부,강남구,장지~가회선,복정4거리 (장지동608-5),서울 강남구 세곡동 280-1,서울특별시 강남구 헌릉로 569,포트홀
20230926900003010,보수,서부,용산구,,,서울 용산구 한남동 산 10-33,,포트홀
20230926600069070,보수,동부,강남구,신사~청담선,신사동4거리 (신사동 501-3),서울 강남구 신사동 501-5,서울특별시 강남구 도산대로 301,포트홀
20230926600064070,보수,북부,종로구,,,서울 종로구 연건동 218,서울특별시 종로구 대학로 57,포트홀
20230926600063070,보수,동부,강남구,세곡~상계선,상계동시계 (상계1동1203),서울 강남구 자곡동 196-1,,포트홀
20230926600062070,보수,동부,강남구,세곡~상계선,상계동시계 (상계1동1203),서울 강남구 자곡동 344-7,서울특별시 강남구 밤고개로 165,포트홀
20230926600058070,보수,동부,강남구,자곡~문정선,밤고개길 (자곡동 366-4),서울 강남구 자곡동 45-7,,포트홀
20230926600056070,보수,북부,노원구,공릉~우이선,우이동 (우이동 509-1),서울 노원구 하계동 266,서울특별시 노원구 노원로 254,포트홀
20230926600052070,보수,동부,강동구,방화~사가정선,면목동 (면목동 524-33),서울 강동구 길동 369-6,서울특별시 강동구 양재대로 1505,포트홀
20230926600043070,보수,서부,용산구,신림~진관내선,은평구시계 (진관내동569),서울 용산구 갈월동 16-7,서울특별시 용산구 한강대로 308,포트홀
20230926600038070,보수,서부,용산구,노고산~창신선,창신동4거리 (창신동83),서울 용산구 한강로1가 97,서울특별시 용산구 백범로99길 62,포트홀
20230926600034070,보수,서부,용산구,노고산~창신선,신촌로타리 (노고산동 31-21),서울 용산구 한남동 726-494,서울특별시 용산구 이태원로 271,포트홀
20230926600033070,보수,동부,강동구,을지~둔촌선,동대문운동장 (을지로7가2),서울 송파구 방이동 89-29,서울특별시 송파구 양재대로 1278,포트홀
20230926600023070,보수,강서,,양평~노고산선,신촌로타리 (노고산동57),서울 영등포구 여의도동 1-1,,포트홀
20230926600013070,보수,서부,마포구,온수~망우선,중랑구시계 (망우동산52-4),서울 마포구 도화동 160,서울특별시 마포구 마포대로 지하 33,포트홀
20230926600008070,보수,북부,종로구,온수~망우선,중랑구시계 (망우동산52-4),서울 종로구 종로2가 84-11,서울특별시 종로구 종로 87-1,포트홀
20230926105606001,보수,강서,양천구,신월~신당선,한양공고앞 (신당동251),,양천구 목동서로 170,포트홀
20230926105519001,보수,강서,구로구,,,,구로구 남부순환로105길 134,포트홀
20230926105453001,보수,강서,강서구,고척~가양선,고척동3거리로타리 (고척동76),,강서구 강서로 161,포트홀
20230926105320001,보수,강서,구로구,온수~망우선,오류동시계 (온수동산17),,구로구 경인로 631,포트홀
20230926105245001,보수,강서,구로구,,,,구로구 구로중앙로 37,포트홀
20230926105156001,보수,강서,양천구,독산~등촌선,독산동길 (독산동 178-7),,,포트홀
20230926105127001,보수,강서,영등포구,신정~봉천선,봉천4거리R (봉천동 859-49),,영등포구 도림천로 62,포트홀
20230926105102001,보수,강서,영등포구,,,영등포구 양화동 1-22,영등포구 노들로 56,포트홀
20230926105044001,보수,강서,영등포구,영등포~당산선,영등포우체국 (영등포동4가425-2),,영등포구 영중로 139,포트홀
20230926104945001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),,강서구 공항대로 379,포트홀
20230926104920001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 영등포동4가 411-5,영등포구 경인로 816,포트홀
20230926104849001,보수,강서,구로구,온수~망우선,오류동시계 (온수동산17),구로구 구로동 635-14,구로구 경인로53길 15,포트홀
20230926104751001,보수,강서,구로구,방화~사가정선,행주대교,,구로구 남부순환로105길 62,포트홀
20230926104709001,보수,강서,구로구,,,구로구 개봉동 403-31,구로구 개봉로19길 29,포트홀
20230926104647001,보수,강서,양천구,궁동~영등포선,영등포로타리 (영등포동1가94),양천구 신정동 813-1,,포트홀
20230926094007001,보수,강서,구로구,온수~망우선,중랑구시계 (망우동산52-4),구로구 신도림동 348-1,구로구 경인로67길 23,포트홀
20230926093939001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),,영등포구 경인로 816,포트홀
20230926093928001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),,영등포구 경인로 808,포트홀
20230926093914001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 문래동1가 34-1,영등포구 경인로 763,포트홀
20230926093909001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 문래동1가 34-1,영등포구 경인로 763,포트홀
20230926093903001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 문래동1가 34-1,영등포구 경인로 763,포트홀
20230926093858001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 문래동1가 34-1,영등포구 경인로 772,포트홀
20230926093853001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),,영등포구 경인로 772,포트홀
20230926093845001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 문래동1가 34,영등포구 경인로 772,포트홀
20230926093838001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),,영등포구 경인로 772,포트홀
20230926093817001,보수,강서,구로구,온수~망우선,중랑구시계 (망우동산52-4),구로구 신도림동 330-56,,포트홀
20230926093807001,보수,강서,구로구,온수~망우선,중랑구시계 (망우동산52-4),구로구 신도림동 330-56,구로구 경인로67길 23,포트홀
20230926093747001,보수,강서,구로구,방화~사가정선,면목동 (면목동 524-33),구로구 개봉동 232-16,구로구 개봉로17다길 62-6,포트홀
20230926093740001,보수,강서,구로구,방화~사가정선,면목동 (면목동 524-33),구로구 개봉동 232-16,구로구 개봉로19길 95,포트홀
20230926093732001,보수,강서,구로구,,,,구로구 남부순환로95길 88,포트홀
20230926093716001,보수,강서,구로구,,,구로구 가리봉동 121-50,구로구 남부순환로105길 100,포트홀
20230926093704001,보수,강서,구로구,온수~망우선,중랑구시계 (망우동산52-4),,구로구 경인로2길 10,포트홀
20230926093641001,보수,강서,구로구,독산~등촌선,등촌동로타리 (등촌동 505-23),,구로구 구로중앙로 150-1,포트홀
20230926093628001,보수,강서,구로구,독산~등촌선,등촌동로타리 (등촌동 505-23),구로구 신도림동 288-13,구로구 구로중앙로42길 6,포트홀
20230926093622001,보수,강서,구로구,,,구로구 신도림동 288-13,구로구 구로중앙로42길 6,포트홀
20230926093610001,보수,강서,구로구,,,구로구 신도림동 288-13,구로구 구로중앙로42길 6,포트홀
20230926093554001,보수,강서,구로구,독산~등촌선,등촌동로타리 (등촌동 505-23),,구로구 경인로 565,포트홀
20230926093540001,보수,강서,구로구,서부간선,사천교로타리 (연희동446-13),,구로구 구로중앙로42길 77,포트홀
20230926093524001,보수,강서,영등포구,서부간선,사천교로타리 (연희동446-13),영등포구 문래동5가 31,영등포구 문래로4길 26,포트홀
20230926093513001,보수,강서,영등포구,서부간선,사천교로타리 (연희동446-13),,영등포구 영등포로6길 26,포트홀
20230926093456001,보수,강서,양천구,목동선,양평교서단 (목동910),,양천구 목동동로 293,포트홀
20230926093442001,보수,강서,양천구,신정~목동선,신정동 296-77,양천구 목동 451,양천구 신목로 119,포트홀
20230926085228001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 여의도동 2-11,영등포구 여의대로 66,포트홀
20230926085218001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 여의도동 2-11,영등포구 여의대로 70,포트홀
20230926085158001,보수,강서,영등포구,,,,영등포구 여의대로 60,포트홀
20230926085131001,보수,강서,구로구,항동~개봉선,부천시계 (항동 산50-3),,구로구 서해안로 2098,포트홀
20230926085118001,보수,강서,구로구,항동~개봉선,남부순환로 (개봉동 307-8),,구로구 서해안로 2124,포트홀
20230926085105001,보수,강서,구로구,항동~개봉선,부천시계 (항동 산50-3),구로구 항동 63-1,구로구 서해안로 2154,포트홀
20230926085040001,보수,강서,강서구,,,,강서구 하늘길 38,포트홀
20230926085034001,보수,강서,강서구,방화~사가정선,면목동 (면목동 524-33),,강서구 개화동로 457,포트홀
20230926085019001,보수,강서,양천구,방화~사가정선,면목동 (면목동 524-33),,양천구 남부순환로 362,포트홀
20230926085005001,보수,강서,양천구,신월~노량진선,남부순환로 (신월동438-8),양천구 신정동 1090,양천구 오목로 155,포트홀
20230926084944001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),,강서구 공항대로 509,포트홀
20230926084926001,보수,강서,강서구,방화~염창선,개화국교앞 (방화동518-7),강서구 방화동 562-1,강서구 양천로 60,포트홀
20230926084914001,보수,강서,강서구,방화~염창선,개화국교앞 (방화동518-7),,강서구 양천로 390,포트홀
20230926046481010,보수,동부,송파구,을지~둔촌선,동대문운동장 (을지로7가2),서울 송파구 방이동 88-12,,포트홀
20230926046479010,보수,서부,용산구,신림~진관내선,은평구시계 (진관내동569),서울 용산구 갈월동 3-4,서울특별시 용산구 한강대로 348,포트홀
20230926046476010,보수,강서,양천구,신월~노량진선,남부순환로 (신월동438-8),서울 양천구 신정동 1074,서울특별시 양천구 오목로 183,포트홀
20230926046457010,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),서울 강서구 개화동 193-8,,포트홀
20230926046455010,보수,강서,영등포구,과해~삼성선,김포공항 정문 (과해동624-10),서울 영등포구 양화동 1-32,,포트홀
20230926046444010,보수,동부,강남구,서초~개포선,우면3거리로타리 (서초동418),서울 강남구 압구정동 394,서울특별시 강남구 압구정로 304,포트홀
20230926046423010,보수,강서,,,,서울 양천구 목동 405-7,,포트홀
20230925900493010,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),서울 강서구 등촌동 665-15,서울특별시 강서구 공항대로 351,포트홀
20230925900385010,보수,동부,송파구,,,서울 송파구 송파동 2,서울특별시 송파구 백제고분로 395,포트홀
20230925900217010,보수,강서,영등포구,,,서울 영등포구 당산동5가 33-4,서울특별시 영등포구 양평로 67,포트홀
20230925900039010,보수,동부,강남구,이수~청담선,청담가로공원 (청담동135-10),서울 강남구 삼성동 111-44,서울특별시 강남구 학동로 429,포트홀
20230925900020010,보수,동부,강남구,서초~개포선,우면3거리로타리 (서초동418),서울 강남구 압구정동 394,서울특별시 강남구 압구정로 309,포트홀
20230925600019070,보수,시설관리공단,노원구,동부간선,강남구 세곡동 시계,서울 노원구 공릉동 699-4,,포트홀
20230925600016070,보수,동부,강남구,,,서울 강남구 신사동 574-2,서울특별시 강남구 압구정로 148,포트홀
20230925600012070,보수,강서,영등포구,,,서울 영등포구 여의도동 81,,포트홀
20230925171728001,보수,남부,서초구,장지~가회선,복정4거리 (장지동608-5),,서초구 강남대로 613,포트홀
20230925171700001,보수,남부,동작구,신림~진관내선,서울대학교 입구 (신림동165),동작구 상도동 517,동작구 상도로 350,포트홀
20230925162109001,보수,성동,성동구,을지~둔촌선,,성동구 성수동2가 280-49,성동구 광나루로 290,포트홀
20230925161844001,보수,성동,광진구,잠실철교선,,광진구 구의동 215-10,광진구 구의강변로 84 (강변역로 d버스환승장 진출부),포트홀
20230925161135001,보수,성동,중랑구,휘경~면목선,,중랑구 면목동 49-30,중랑구 겸재로 187,포트홀
20230925160527001,보수,성동,동대문구,온수~망우선,,동대문구 전농동 620-67,동대문구 왕산로 202-2 (청량리 2번 환승장),포트홀
20230925160456001,보수,성동,성동구,을지~둔촌선,,성동구 성수동2가 280-49,성동구 광나루로 286 (광나루로 284호 측구옆),포트홀
20230925155906001,보수,성동,성동구,금호~행당선,,성동구 행당동 322-428,성동구 행당로 95 (94호),포트홀
20230925140621001,보수,남부,관악구,방화~사가정선,행주대교,,관악구 남부순환로 1421,포트홀
20230925140555001,보수,남부,관악구,방화~사가정선,면목동 (면목동 524-33),,관악구 남부순환로 1534,포트홀
20230925140523001,보수,남부,관악구,,,,관악구 신림로 210,포트홀
20230925140459001,보수,남부,관악구,신림~노량진선,노량진3거리 (노량진62-12),,관악구 신림로 306,포트홀
20230925140433001,보수,남부,관악구,방화~사가정선,행주대교,,관악구 남부순환로 1677,포트홀
20230925140235001,보수,남부,서초구,장지~가회선,복정4거리 (장지동608-5),서초구 서초동 1373,서초구 강남대로 439,포트홀
20230925140211001,보수,남부,동작구,신월~노량진선,남부순환로 (신월동438-8),동작구 대방동 54-2,동작구 노량진로 48,포트홀
20230925140144001,보수,남부,관악구,,,관악구 남현동 1112,관악구 과천대로 947-2,포트홀
20230925140116001,보수,남부,관악구,방화~사가정선,면목동 (면목동 524-33),,관악구 남부순환로 1588-2,포트홀
20230925140046001,보수,남부,금천구,독산~봉천선,관악구청 (봉천5동570-1),금천구 독산동 906-47,금천구 문성로 61,포트홀
